City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
367,San Pedro De Cajas,-11.2511,-75.8617,36.34,78,56,2.46,broken clouds
368,Olafsvik,64.8945,-23.7142,47.21,83,95,14.72,overcast clouds
369,Terra Rica,-22.7094,-52.6169,62.44,49,100,4.59,overcast clouds
370,Emba,48.8264,58.1442,76.91,32,0,8.23,clear sky
371,Teguldet,57.3064,88.1667,77.23,36,15,5.21,few clouds
372,Vila Velha,-20.3297,-40.2925,69.75,91,75,3.44,broken clouds
373,Dire,12.2833,-10.9667,72.43,96,18,0.54,light rain
374,Jahanabad,25.2167,84.9833,96.64,36,99,10.31,overcast clouds
375,Shelton,41.3165,-73.0932,66.38,88,0,0.0,clear sky
376,Namie,37.4833,141.0,82.71,85,92,14.34,overcast clouds
377,Homer,59.6425,-151.5483,56.05,75,100,8.01,overcast clouds
378,Andra,62.5147,65.8878,84.6,41,100,6.15,overcast clouds
379,Samarai,-10.6167,150.6667,82.04,78,18,11.25,few clouds
380,Thompson,55.7435,-97.8558,53.76,82,0,2.3,clear sky
381,Tasiilaq,65.6145,-37.6368,37.74,95,71,3.85,broken clouds
382,Aleksandrov Gay,50.147,48.5704,85.59,26,0,2.57,clear sky
383,Romny,50.751,33.4747,70.07,73,7,13.31,clear sky
384,Noyabrsk,63.1994,75.4507,79.92,42,99,9.71,overcast clouds
385,Forestville,38.8451,-76.875,72.61,96,0,4.61,clear sky
386,Brae,60.3964,-1.353,53.62,88,100,16.55,overcast clouds
387,Najran,17.4924,44.1277,84.85,22,100,12.08,overcast clouds
388,Keetmanshoop,-26.5833,18.1333,59.68,26,0,12.75,clear sky
389,Laredo,27.5064,-99.5075,86.29,58,0,16.11,clear sky
390,Nabire,-3.3667,135.4833,80.71,85,96,1.61,overcast clouds
391,Forest Grove,45.5198,-123.1107,65.75,79,16,4.0,few clouds
392,Sadasivpet,17.6212,77.9503,72.75,92,100,15.14,light rain
393,Springdale,36.1867,-94.1288,83.57,65,62,7.09,broken clouds
394,Houma,29.5958,-90.7195,79.0,93,0,0.0,clear sky
395,Palkino,57.5409,28.0126,67.75,60,74,5.3,broken clouds
396,Bilibino,68.0546,166.4372,64.6,64,100,4.38,overcast clouds
397,Saint-Pierre,-21.3393,55.4781,73.9,63,75,19.57,broken clouds
398,Barkhan,29.8977,69.5256,91.62,40,4,2.77,clear sky
399,Valencia,39.3333,-0.8333,75.42,46,0,0.45,clear sky
400,Dwarka,22.2394,68.9678,80.46,94,100,23.47,heavy intensity rain
401,Lokosovo,61.1333,74.8167,78.53,40,8,7.11,clear sky
402,Tabou,4.423,-7.3528,75.29,87,100,7.02,light rain
403,Inhambane,-23.865,35.3833,64.38,94,40,5.75,scattered clouds
404,Yar-Sale,66.8333,70.8333,66.06,69,86,9.95,overcast clouds
405,Da Lat,11.9465,108.4419,66.72,92,100,2.26,light rain
406,Umm Lajj,25.0213,37.2685,89.06,38,0,8.1,clear sky
407,Margate,51.3813,1.3862,65.7,73,5,3.0,clear sky
408,Mattru,7.6244,-11.8332,72.19,98,74,0.98,broken clouds
409,Souillac,-20.5167,57.5167,73.78,56,40,12.66,scattered clouds
410,Yulara,-25.2406,130.9889,60.94,36,0,11.92,clear sky
411,Maliq,40.7058,20.6997,71.22,45,59,3.27,broken clouds
412,Killeen,31.1171,-97.7278,84.69,65,3,12.53,clear sky
413,Birmitrapur,22.4,84.7667,92.61,54,81,12.5,broken clouds
414,Komsomolskiy,40.4272,71.7189,88.52,20,0,6.91,clear sky
415,Strezhevoy,60.7333,77.5889,79.86,37,8,7.09,clear sky
416,Namibe,-15.1961,12.1522,66.33,86,5,3.4,clear sky
417,Uige,-7.6087,15.0613,70.36,42,93,3.6,overcast clouds
418,Sinnamary,5.3833,-52.95,77.18,88,21,7.18,few clouds
419,Iwanai,42.9744,140.5089,77.54,70,30,2.3,scattered clouds
420,Victor Harbor,-35.5667,138.6167,55.99,70,30,1.01,scattered clouds
421,Pangnirtung,66.1451,-65.7125,46.44,73,100,1.77,overcast clouds
422,Wakkanai,45.4094,141.6739,75.18,78,40,6.91,scattered clouds
423,San Carlos De Bariloche,-41.1456,-71.3082,33.24,93,40,4.61,scattered clouds
424,Naze,28.3667,129.4833,88.72,76,100,10.56,overcast clouds
425,Sambava,-14.2667,50.1667,75.27,66,8,17.78,light rain
426,Honiara,-9.4333,159.95,81.28,77,57,5.66,broken clouds
427,Kachug,53.9606,105.8817,71.71,54,99,9.42,overcast clouds
428,Palmer,42.1584,-72.3287,65.44,90,100,4.34,overcast clouds
429,Port Lincoln,-34.7333,135.8667,55.98,62,16,11.61,few clouds
430,Hohhot,40.8106,111.6522,89.89,19,20,17.9,few clouds
431,Tyrma,50.0833,132.1667,67.17,98,100,9.17,light rain
432,Ulladulla,-35.35,150.4667,54.5,55,97,12.41,overcast clouds
433,Talcahuano,-36.7167,-73.1167,37.08,100,75,3.44,mist
434,Kilingi-Nomme,58.1503,24.9642,65.61,53,61,8.28,broken clouds
435,Itarema,-2.9248,-39.9167,73.85,89,52,11.65,broken clouds
436,Kudymkar,59.0173,54.656,80.35,49,66,9.66,broken clouds
437,Aasiaat,68.7098,-52.8699,38.46,92,100,2.33,overcast clouds
438,Bambous Virieux,-20.3428,57.7575,75.22,56,40,12.66,scattered clouds
439,Sao Felix Do Xingu,-6.6447,-51.995,69.44,73,6,1.66,clear sky
440,Lima,-12.0432,-77.0282,59.9,83,20,2.3,few clouds
441,Sterling,39.0062,-77.4286,72.55,93,75,0.0,broken clouds
442,Agirish,61.9247,63.0231,85.06,37,100,7.9,overcast clouds
443,Locri,38.2414,16.2623,80.31,57,0,7.11,clear sky
444,Puerto Escondido,15.85,-97.0667,78.21,86,81,4.5,broken clouds
445,Yerbogachen,61.2767,108.0108,65.82,59,100,3.38,overcast clouds
446,Gore,-46.1028,168.9436,46.4,94,100,8.19,moderate rain
447,Jamnagar,22.4667,70.0667,83.08,83,99,21.25,heavy intensity rain
448,Sibolga,1.7427,98.7792,85.05,66,40,5.19,scattered clouds
449,Sakakah,29.9697,40.2064,87.37,17,0,2.98,clear sky
450,Pivka,45.6829,14.1959,71.96,70,10,5.97,clear sky
451,Guiren,33.6697,118.1889,96.03,38,0,3.98,clear sky
452,Cochabamba,-17.3895,-66.1568,55.15,44,53,5.75,broken clouds
453,Redlands,34.0556,-117.1825,77.34,65,0,4.61,clear sky
454,Lasa,46.6166,10.7002,67.69,61,4,7.92,clear sky
455,Saint-Francois,46.4154,3.9054,62.04,72,0,5.75,clear sky
456,Straumen,63.8709,11.2999,53.6,93,100,9.95,overcast clouds
457,Wajima,37.4,136.9,83.08,78,75,3.44,broken clouds
458,Tezpur,26.6333,92.8,91.98,64,80,8.66,moderate rain
459,Tezu,27.9167,96.1667,90.01,70,36,2.59,scattered clouds
460,Ulverstone,-41.15,146.1667,50.22,67,79,9.78,broken clouds
461,Camopi,3.1655,-52.3158,69.91,100,49,1.99,scattered clouds
462,Mamallapuram,12.6264,80.1722,87.85,59,100,20.56,overcast clouds
463,Macae,-22.3708,-41.7869,64.15,100,0,4.61,clear sky
464,Presidente Medici,-11.1753,-61.9014,68.11,59,0,2.66,clear sky
465,Milkovo,54.7167,158.6167,85.01,63,100,2.91,overcast clouds
466,Buta,2.7858,24.73,80.58,63,81,0.98,broken clouds
467,Kamenka,51.3223,42.7678,78.87,41,100,4.85,overcast clouds
468,Alofi,-19.0595,-169.9187,73.29,78,89,11.5,overcast clouds
469,Bokovskaya,49.229,41.8306,86.13,24,0,10.38,clear sky
470,Ishigaki,24.3448,124.1572,89.73,74,40,12.66,scattered clouds
471,Alta Floresta,-9.8756,-56.0861,68.09,67,0,3.8,clear sky
472,Itapirapua,-15.8233,-50.6133,66.56,52,3,4.23,clear sky
473,Lata,40.1629,-8.3327,75.07,40,0,5.19,clear sky
474,Saint Anthony,45.0205,-93.218,75.02,91,100,3.44,heavy intensity rain
475,Anori,-3.7728,-61.6442,73.83,87,9,2.59,clear sky
476,Vila,42.0304,-8.1588,60.69,60,0,4.23,clear sky
477,Belyy Yar,53.6039,91.3903,74.86,56,0,4.47,light rain
478,Alamos,27.0167,-108.9333,78.78,66,100,3.38,overcast clouds
479,Boa Vista,2.8197,-60.6733,76.98,88,40,2.3,scattered clouds
480,Walvis Bay,-22.9575,14.5053,58.15,41,0,8.05,clear sky
481,Tiznit,29.5833,-9.5,89.98,21,5,11.16,clear sky
482,Itoman,26.1247,127.6694,86.02,84,75,9.22,broken clouds
483,Singaraja,-8.112,115.0882,82.51,52,99,1.39,overcast clouds
484,Moultonborough,43.7548,-71.3967,65.55,93,100,1.01,overcast clouds
485,Goure,13.9835,10.2704,83.01,49,100,15.05,overcast clouds
486,Nantucket,41.2835,-70.0995,68.02,87,6,12.8,clear sky
487,Opuwo,-18.0607,13.84,61.86,38,0,7.52,clear sky
488,Vao,-22.6667,167.4833,74.25,89,0,8.25,clear sky
489,Talavera De La Reina,39.9635,-4.8308,72.37,40,0,8.77,clear sky
490,Surt,31.2089,16.5887,83.84,54,0,2.13,clear sky
491,Abu Samrah,35.3029,37.1841,86.86,27,0,11.9,clear sky
492,Atar,20.5169,-13.0499,84.4,52,6,7.31,clear sky
493,Moissala,8.3404,17.7663,73.78,90,100,2.13,overcast clouds
494,Port-Cartier,50.0334,-66.8654,53.28,67,100,3.65,overcast clouds
495,La Ronge,55.1001,-105.2842,64.65,52,20,4.61,few clouds
496,Leh,34.1667,77.5833,75.06,35,53,6.76,broken clouds
497,Alma,48.5501,-71.6491,57.54,88,95,4.61,overcast clouds
498,Xuanhua,40.6103,115.0447,91.81,32,30,3.76,scattered clouds
499,Kankon,15.0167,74.0167,78.6,90,100,13.49,moderate rain
500,Behshahr,36.6923,53.5526,84.15,36,0,12.37,clear sky
501,Tomatlan,19.9333,-105.25,75.61,98,100,2.19,overcast clouds
502,Itatinga,-23.1017,-48.6158,57.15,67,51,3.38,broken clouds
503,Kisangani,0.5167,25.2,82.58,53,56,0.74,broken clouds
504,Fereydun Kenar,36.6864,52.5225,78.24,61,0,13.89,clear sky
505,Kuna,43.4918,-116.4201,75.4,50,12,4.61,few clouds
506,Casablanca,33.5928,-7.6192,70.14,94,75,2.3,mist
507,Leshukonskoye,64.8989,45.7622,67.23,65,93,11.45,overcast clouds
508,Villa Rica,33.7321,-84.9191,77.79,96,48,2.42,scattered clouds
509,Tabas,33.5959,56.9244,99.3,10,0,3.22,clear sky
510,Iskateley,67.6803,53.1512,73.18,62,100,20.78,light rain
511,Ewa Beach,21.3156,-158.0072,76.08,78,100,3.44,light intensity drizzle
512,Tevriz,57.509,72.4042,80.26,37,5,2.64,clear sky
513,Kimbe,-5.5502,150.1429,81.72,81,100,3.11,light rain
514,Belmonte,-15.8631,-38.8828,71.11,85,73,5.53,broken clouds
515,Ust-Karsk,52.7011,118.8077,55.71,95,100,11.36,light rain
516,Xuanwu,32.069,118.8138,94.95,63,95,5.99,overcast clouds
517,Champerico,14.3,-91.9167,79.38,82,15,5.46,few clouds
518,Viani,4.8738,-74.5624,63.03,83,40,3.69,scattered clouds
519,Maragogi,-9.0122,-35.2225,73.92,86,18,9.89,few clouds
520,Whitehorse,60.7161,-135.0538,66.97,48,75,5.75,broken clouds
521,Stephenville Crossing,48.5,-58.4318,48.33,100,40,3.44,scattered clouds
522,Sukumo,32.9333,132.7333,82.31,85,100,4.76,overcast clouds
523,Tampere,61.4991,23.7871,65.71,65,40,11.5,scattered clouds
524,Russell,32.3502,-85.1999,81.01,77,57,2.51,broken clouds
525,Omsukchan,62.5333,155.8,84.13,32,0,21.81,clear sky
526,Vila Franca Do Campo,37.7167,-25.4333,66.2,83,100,7.36,overcast clouds
527,Snasa,64.2457,12.3778,48.99,97,100,5.55,overcast clouds
528,Podyuga,61.095,40.8647,69.82,45,23,8.79,few clouds
529,Harindanga,22.0383,88.3214,90.82,63,61,15.12,moderate rain
530,Chicama,-7.8447,-79.1469,57.74,85,5,4.99,clear sky
531,Madzhalis,42.1217,47.8333,81.77,43,0,9.33,clear sky
532,Fortuna Foothills,32.6578,-114.4119,81.21,27,0,4.45,clear sky
533,Fasa,28.9383,53.6482,90.64,38,8,0.0,clear sky
534,Sogne,58.0833,7.8167,67.15,60,7,16.58,clear sky
535,Vanimo,-2.6741,141.3028,82.02,79,100,3.11,overcast clouds
536,Lydenburg,-25.0978,30.4597,54.39,46,0,1.48,clear sky
537,Salamiyah,35.0113,37.0532,87.94,26,0,15.79,clear sky
538,Adolfo Ruiz Cortines,25.75,-108.75,84.04,74,100,4.34,overcast clouds
539,Avera,33.194,-82.5271,75.25,92,100,5.66,overcast clouds
540,Znamenskoye,57.1281,73.8282,77.29,46,87,1.97,overcast clouds
541,Maldonado,-34.6667,-54.9167,41.23,51,0,2.57,clear sky
542,Chenzhou,25.8,113.0333,90.64,58,93,4.5,overcast clouds
543,Gornyy,55.1153,83.9059,73.11,52,0,8.84,clear sky
544,Meulaboh,4.1363,96.1285,86.16,64,99,6.87,overcast clouds
545,Teya,60.3778,92.6267,74.37,35,47,6.87,scattered clouds
546,Pompeu,-19.2244,-44.9353,54.19,64,0,2.8,clear sky
547,Todos Santos,23.45,-110.2167,79.66,41,33,5.59,scattered clouds
548,Aswan,24.0934,32.907,94.71,11,61,12.19,broken clouds
549,Ketchikan,55.3422,-131.6461,57.67,94,100,8.05,light rain
550,Dijkot,31.2167,72.9833,106.5,30,20,4.14,few clouds
551,Mynay,48.5833,22.2833,70.59,36,98,9.69,overcast clouds
552,Kirovskiy,45.0917,133.5136,71.51,96,100,5.32,light rain
553,Ardakan,32.31,54.0175,97.18,11,5,5.88,clear sky
554,Sompeta,18.9333,84.6,85.3,76,99,8.77,light rain
555,Caravelas,-17.7125,-39.2481,70.18,89,93,5.7,overcast clouds
556,Cody,44.5263,-109.0565,66.02,71,5,3.56,clear sky
557,Sorong,-0.8833,131.25,80.46,85,100,9.46,light rain
558,Bilma,18.6853,12.9164,91.71,15,34,14.09,scattered clouds
559,Miri,4.4148,114.0089,86.43,66,96,10.36,overcast clouds
560,Camana,-16.6228,-72.7111,59.07,87,13,3.78,few clouds
561,Kitimat,54.0524,-128.6534,59.92,40,42,4.16,scattered clouds
562,Ust-Omchug,61.15,149.6333,72.9,69,83,18.99,broken clouds
563,Kholtoson,50.2981,103.3097,66.31,61,75,8.34,broken clouds
564,Praya,14.9215,-23.5087,73.38,84,49,8.08,scattered clouds
565,Aitape,-3.1374,142.3475,83.05,76,100,5.3,overcast clouds
566,Banjar,-8.19,114.9675,83.5,49,97,2.37,overcast clouds
567,Tahoua,14.8888,5.2692,87.1,48,13,10.2,few clouds
568,Grenfell,-33.9,148.1667,46.56,70,100,10.85,overcast clouds
569,Vasilsursk,56.1275,46.0072,79.7,51,70,5.88,broken clouds
570,Kruisfontein,-34.0033,24.7314,55.87,49,8,3.8,clear sky
571,Khash,28.2211,61.2158,90.03,16,31,14.85,scattered clouds
572,Filadelfia,39.9523,-75.1638,69.03,94,82,1.43,broken clouds
573,Jucas,-6.5253,-39.5275,67.05,96,54,3.69,broken clouds
574,Grindavik,63.8424,-22.4338,48.67,93,100,18.41,overcast clouds
575,Isangel,-19.55,169.2667,77.04,87,89,6.98,overcast clouds
576,Zhigansk,66.7697,123.3711,57.33,56,100,28.5,overcast clouds
577,Plainview,40.7765,-73.4673,69.75,83,100,2.06,overcast clouds
578,Cap-Aux-Meules,47.3821,-61.8597,60.01,78,100,12.77,overcast clouds
579,Comodoro Rivadavia,-45.8667,-67.5,46.26,57,0,5.75,clear sky
580,Popondetta,-8.7537,148.2534,83.25,66,100,4.18,overcast clouds
581,Zadar,44.1197,15.2422,72.21,46,40,18.41,scattered clouds
582,Imbituba,-28.24,-48.6703,67.86,93,48,10.0,scattered clouds
583,Hazorasp,41.3194,61.0742,82.24,17,9,8.23,clear sky
584,Wattegama,6.7989,81.4808,98.06,32,90,1.83,overcast clouds
585,Shingu,33.7333,135.9833,79.66,90,100,6.78,overcast clouds
586,Gizo,-8.103,156.8419,83.61,69,100,4.56,overcast clouds
587,Lubumbashi,-11.6609,27.4794,63.01,52,0,9.6,clear sky
588,Jaffna,9.6685,80.0074,85.44,65,37,11.77,scattered clouds
589,Tailai,46.3833,123.4,88.47,41,8,15.26,clear sky
590,Tamandare,-8.7597,-35.1047,73.98,87,36,8.93,scattered clouds
591,Gazli,40.1333,63.45,88.07,17,1,12.73,clear sky
592,Port Shepstone,-30.7414,30.455,64.17,60,0,3.76,clear sky
593,Bambanglipuro,-7.95,110.2833,81.05,68,34,12.28,scattered clouds
594,Gorontalo,0.5412,123.0595,78.69,91,100,2.98,light rain
595,Bakloh,32.4667,75.9167,79.47,75,98,2.46,overcast clouds
596,Yakymivka,46.6897,35.1536,86.43,27,99,12.8,overcast clouds
597,Mascote,-15.5631,-39.3025,65.21,99,83,1.77,broken clouds
598,Chopda,21.25,75.3,86.77,64,99,15.35,overcast clouds
599,Narkevychi,49.5172,26.6418,67.05,58,89,4.54,overcast clouds
600,Mexico,15.0646,120.7198,84.45,77,100,3.83,light rain
601,Kalmunai,7.4167,81.8167,91.0,55,77,10.54,broken clouds
602,Alice Springs,-23.7,133.8833,60.35,29,0,10.36,clear sky
603,Turukhansk,65.8167,87.9833,61.41,69,100,6.42,light rain
604,Ryotsu,38.0833,138.4333,79.59,70,100,8.9,overcast clouds
605,Oyo,7.85,3.9333,73.18,94,98,5.93,overcast clouds
606,Petropavlovsk-Kamchatskiy,53.0452,158.6483,73.99,57,0,8.95,clear sky
607,Bocanda,7.0626,-4.4995,71.26,98,100,5.12,overcast clouds
608,Ponta Delgada,37.7333,-25.6667,66.51,77,75,8.05,broken clouds
609,Marihatag,8.7936,126.2969,83.68,76,70,4.27,broken clouds
610,Aksum,14.1245,38.7244,65.68,64,100,3.62,light rain
611,Wenling,28.3669,121.36,85.5,79,72,10.27,broken clouds
612,Oranjemund,-28.55,16.4333,58.01,43,0,6.04,clear sky
613,Sadovoye,47.7764,44.5089,84.24,20,0,12.01,clear sky
614,Makakilo City,21.3469,-158.0858,74.68,83,100,3.44,light intensity drizzle
615,Pinehurst,35.1954,-79.4695,76.71,90,0,3.44,clear sky
616,Takestan,36.0696,49.6959,82.24,28,0,7.43,clear sky
617,Grootfontein,-19.5667,18.1167,56.37,39,0,7.31,clear sky
618,Sinyavskoye,47.277,39.2789,79.75,28,0,14.36,clear sky
619,Laguna,38.421,-121.4238,71.46,64,0,8.05,clear sky
620,Tilichiki,60.4667,166.1,53.58,93,100,5.3,overcast clouds
621,Lancaster,40.2504,-76.2499,71.85,84,100,3.0,overcast clouds
622,Egvekinot,66.3167,-179.1667,49.64,72,53,4.25,broken clouds
623,Dukat,62.55,155.55,81.52,34,0,22.68,clear sky
624,Ambon,-3.6954,128.1814,77.23,15,75,6.91,heavy intensity rain
625,Kingman,35.1894,-114.053,83.68,9,0,4.0,clear sky
626,Aquiraz,-3.9014,-38.3911,75.29,91,78,11.12,broken clouds
627,Micheweni,-4.9667,39.8333,78.55,66,43,14.52,light rain
628,Hirara,24.8,125.2833,89.87,74,75,11.5,broken clouds
629,Verkhnevilyuysk,63.4453,120.3167,70.9,37,47,9.66,scattered clouds
630,Altamont,42.2068,-121.7372,58.77,82,0,3.44,clear sky
631,Verkhoyansk,67.5447,133.385,48.2,89,100,14.63,overcast clouds
632,Oeiras,-7.0253,-42.1311,75.65,65,100,7.85,overcast clouds
633,Jining,35.405,116.5814,95.25,38,0,8.66,clear sky
634,Kysyl-Syr,63.8986,122.7617,66.24,50,72,10.54,broken clouds
635,Trat,12.5,102.5,84.9,83,100,6.22,overcast clouds
636,Tucuman,-26.8241,-65.2226,46.54,52,0,2.91,clear sky
637,Big Rapids,43.6981,-85.4837,64.09,98,0,0.0,clear sky
638,Maryville,35.7565,-83.9705,73.67,96,100,3.44,overcast clouds
639,Falmouth,50.1544,-5.0711,61.81,86,8,6.85,clear sky
640,Kichera,55.9375,110.0997,69.13,53,25,6.67,scattered clouds
641,Lagoa,39.05,-27.9833,65.89,78,100,14.88,overcast clouds
642,Terrace Bay,48.7834,-87.1,48.29,89,39,8.16,scattered clouds
643,Ndele,8.4109,20.6473,72.88,93,100,3.94,light rain
644,Turka,49.1541,23.0297,63.79,53,85,5.97,overcast clouds
645,Yanam,16.7333,82.2167,78.84,89,100,10.6,light rain
646,Timizart,36.8,4.2667,77.07,42,0,6.93,clear sky
647,Marrakesh,31.6315,-8.0083,82.47,36,0,3.44,clear sky
648,Ferrenafe,-6.6389,-79.7889,62.15,82,0,5.12,clear sky
649,Hwange,-18.3693,26.5019,64.11,38,5,6.71,clear sky
650,Coihaique,-45.5752,-72.0662,30.81,100,100,1.14,fog
651,Kapuskasing,49.4169,-82.4331,45.99,98,28,4.56,scattered clouds
652,Carbondale,37.7273,-89.2168,80.02,86,0,4.61,clear sky
653,Dinguiraye,11.3,-10.7167,69.94,95,20,2.51,few clouds
654,Kurumkan,54.3,110.3,76.35,41,71,2.28,broken clouds
655,Sitka,57.0531,-135.33,55.2,93,98,2.17,overcast clouds
656,Roebourne,-20.7833,117.1333,76.51,17,0,9.95,clear sky
657,Riyadh,24.6877,46.7219,102.29,8,100,15.84,overcast clouds
658,Mogilno,52.6581,17.9558,64.11,86,78,11.36,broken clouds
659,Anloga,5.7947,0.8973,77.61,85,100,13.96,light rain
660,Mizdah,31.4451,12.9801,88.65,23,2,4.38,clear sky
661,Chengdu,30.6667,104.0667,96.21,41,49,8.19,scattered clouds
662,Hudson Bay,52.85,-102.3842,54.3,92,18,3.09,few clouds
663,Zapadnaya Dvina,56.259,32.0745,67.98,55,17,3.87,few clouds
664,Liku,-0.7275,119.8922,84.04,71,98,1.88,overcast clouds
665,Pudozh,61.8099,36.5345,65.44,59,6,11.59,clear sky
666,Tha Mai,12.6214,102.0048,85.05,80,100,8.23,overcast clouds
667,Bourail,-21.5667,165.4833,75.78,80,57,2.98,broken clouds
668,Sarkand,45.41,79.9186,79.77,37,25,7.29,scattered clouds
669,Tula,54.2044,37.6111,73.6,74,56,6.08,light rain
670,Nishihara,26.1842,127.7558,85.68,84,75,9.22,broken clouds
671,Santiago Del Estero,-27.7951,-64.2615,58.89,26,98,4.88,overcast clouds
672,Tadine,-21.55,167.8833,74.32,87,6,5.32,clear sky
673,Christchurch,-43.5333,172.6333,51.91,90,40,10.36,light rain
674,Raudeberg,61.9875,5.1352,50.95,86,99,20.29,overcast clouds
675,Flin Flon,54.7682,-101.865,57.67,67,83,4.59,broken clouds
676,Mercedes,-34.6515,-59.4307,37.04,33,0,3.62,clear sky
677,Pilar,-9.5972,-35.9567,69.73,95,82,2.1,broken clouds
678,Chuhar Kana,31.75,73.8,104.02,34,100,5.1,overcast clouds
679,Dongli,23.5656,116.8194,88.29,66,34,6.53,scattered clouds
680,Beaverlodge,55.2166,-119.4361,53.26,88,99,5.1,overcast clouds
