City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
291,Vao,NC,-22.6667,167.4833,75.92,80,21,20.92,few clouds
292,Mahibadhoo,MV,3.7833,72.9667,82.15,76,100,11.5,moderate rain
293,Broken Hill,AU,-31.95,141.4333,44.31,60,100,5.55,overcast clouds
294,Vardo,NO,70.3705,31.1107,51.78,93,100,4.61,overcast clouds
295,Longyearbyen,SJ,78.2186,15.6401,46.24,76,75,9.22,broken clouds
296,Santa Maria,BR,-29.6842,-53.8069,78.1,50,0,17.27,clear sky
297,Shanting,CN,35.0753,117.4578,77.79,90,0,3.58,clear sky
298,Alihe,CN,50.5667,123.7167,54.73,90,19,2.8,few clouds
299,Ferme-Neuve,CA,46.7001,-75.4493,79.09,35,100,7.74,overcast clouds
300,Ingham,US,42.6,-84.3833,82.83,39,0,4.61,clear sky
301,Husavik,IS,66.0449,-17.3389,55.56,83,100,4.12,overcast clouds
302,Necochea,AR,-38.5473,-58.7368,53.33,64,100,12.84,overcast clouds
303,Morondava,MG,-20.2833,44.2833,69.35,73,2,12.44,clear sky
304,Englewood,US,39.6478,-104.9878,100.92,15,75,8.05,broken clouds
305,Stromness,GB,58.965,-3.296,58.96,87,33,4.0,scattered clouds
306,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,66.79,94,75,4.47,broken clouds
307,Bathsheba,BB,13.2167,-59.5167,86.61,87,40,20.71,scattered clouds
308,Severo-Kurilsk,RU,50.6789,156.125,60.17,72,100,6.73,overcast clouds
309,Yerbogachen,RU,61.2767,108.0108,55.0,73,18,4.03,few clouds
310,Ligayan,PH,4.6533,119.4706,81.84,75,49,9.17,scattered clouds
311,Port Hardy,CA,50.6996,-127.4199,60.98,88,100,9.22,overcast clouds
312,Artesia,US,33.8658,-118.0831,97.48,62,0,9.22,clear sky
313,Embonas,GR,36.2269,27.8564,74.84,76,0,14.76,clear sky
314,Kaveripattinam,IN,12.4207,78.2166,75.18,70,100,16.08,overcast clouds
315,Sao Caetano De Odivelas,BR,-0.75,-48.02,85.84,61,70,6.55,broken clouds
